apt_code,apt_name,si,gu,dong,연면적,관리비부과면적,total_home_num,일반인원,경비인원,청소인원,const_firm,const_complete,건축면적,아파트평형,층수,parking_num,아파트시설,전기안전관리방법,화재수신반유무,홈네트워크-주차관제시스템,예산지출액,경비실CCTV카메라수,경비실CCTV모니터수,택비방식,경비예산 지출액,경비근무형태,음식물처리방식,청소 연간예산 지출액,청소세대당청소인원,소독면적,소독 년 예산 지출액,엘리베이터 수,엘리베이터 계약방식,엘리베이터 설치년도 운행,엘리베이터 종류,엘리베이터 운행층,엘리베이터 관리형태,엘리베이터 년 예산지출,엘리베이터 수리비,엘리베이터 월수리건수,수선유지충당금,수선유지대체금,전체동수,급수시설,주소(나머지),아파트고유번호,우편번호,좌표X,좌표Y,주소(도로명),주소(도로 상세주소),법정동주소,단지분류,도로명주소,전용면적별 세대현황1,전용면적별 세대현황2,85_135이하,135초과,주거전용면적
A10026842,은평지웰테라스,서울,은평구,진관동,33646,23653,220,,,,(주)한라건설,,8556.19,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,은평지웰테라스관리사무소,,3303,,,진관4로,78-38,서울특별시 은평구 진관동 9 은평지웰테라스,연립주택,서울특별시 은평구 진관4로 78-38,0,220,0,,18583.6724
A10026852,래미안강동팰리스,서울,강동구,천호동,171450,114090,999,,,,삼성물산,,13233,,,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,(천호동 래미안강동팰리스),,5340,,,천호대로,1077,서울특별시 강동구 천호동 571 래미안강동팰리스,아파트,서울특별시 강동구 천호대로 1077,231,756,0,,79936.56
A10026879,마곡13단지 힐스테이트마스터 아파트,서울,강서구,마곡동,191644,123972,1194,,,,현대엔지니어링,,14587.99,,,1677,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,입주민지원센터,,7809,,,마곡중앙1로,71,서울특별시 강서구 마곡동 748 마곡13단지 힐스테이트마스터 아파트,아파트,서울특별시 강서구 마곡중앙1로 71,393,801,0,,91644.575
A10026874,강변에스케이뷰,서울,광진구,구의동,31265,31265,197,,,,(주)에스케이건설,,4142.89,,,234,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,구의동강변에스케이뷰,,5045,,,아차산로,431,서울특별시 광진구 구의동 667 강변에스케이뷰,아파트,서울특별시 광진구 아차산로 431,0,196,1,,16723.47
A10026881,서울역센트럴자이아파트,서울,중구,만리동2가,186288,125964,1341,,,,GS건설주식회사,,10187.72,,,1547,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,서울특별시 중구 만리재로175,,4500,,,만리재로,175,서울특별시 중구 만리동2가 273 서울역센트럴자이아파트,아파트,서울특별시 중구 만리재로 175,641,681,19,,91296.81
A10026900,왕십리 자이 아파트,서울,성동구,하왕십리동,99726,60137,713,,,,GS건설,,4848.83,,,933,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,(하왕십리동왕십리자이),,4711,,,난계로,100,서울특별시 성동구 하왕십리동 1071 왕십리 자이 아파트,아파트,서울특별시 성동구 난계로 100,562,151,0,,43699.15
A10026924,대치SK VIEW,서울,강남구,대치동,49012,28926,239,,,,에스케이건설(주),,3268.78,,,421,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,대치SK VIEW 아파트,,6280,,,삼성로51길,25,서울특별시 강남구 대치동 0 대치SK VIEW,아파트,서울특별시 강남구 삼성로51길 25,4,104,131,,22079.96
A10026922,래미안용산아파트,서울,용산구,한강로2가,60390,60390,195,,,,삼성물산,,5908.1,,,476,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,(한강로2가 래미안용산),,4378,,,한강대로,95,서울특별시 용산구 한강로2가 0 래미안용산아파트,주상복합,서울특별시 용산구 한강대로 95,0,0,0,,30636.01
A10026941,서초푸르지오써밋,서울,서초구,서초동,162715,105109,907,,,,대우건설,,6534.79,,,1284,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,서초푸르지오써밋아파트 관리사무소,,6608,,,서운로,201,서울특별시 서초구 서초동 1310 서초푸르지오써밋,아파트,서울특별시 서초구 서운로 201,192,388,327,,78715.01
A10026940,경희궁자이4단지주상복합,서울,종로구,교북동,23557,10916,182,,,,지에스건설,,2154,,,222,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,경희궁자이4단지,,3165,,,송월길,155,서울특별시 종로구 교남동 62-1 경희궁자이4단지주상복합,주상복합,서울특별시 종로구 송월길 155,182,0,0,,7375.6155
A10026947,꿈의숲롯데캐슬아파트,서울,강북구,미아동,93239,59451,615,,,,롯데건설(주),,59450.35,,,716,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,관리사무소,,1232,,,오현로,56,서울특별시 강북구 미아동 4 꿈의숲롯데캐슬아파트,아파트,서울특별시 강북구 오현로 56,205,386,24,,45906.27
A10026988,트리마제,서울,성동구,성수동1가,132364,87471,688,,,,두산중공업,,4518.81,,,1106,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,트리마제 생활지원센터,,4773,,,왕십리로,16,서울특별시 성동구 성수동1가 718 트리마제,아파트,서울특별시 성동구 왕십리로 16,152,326,0,,61742.2622
A10027016,방배자이아파트,서울,서초구,방배동,39125,27369,136,,,,LG건설,,27368.68,,,378,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,관리사무소,,6663,,,방배로18길,67,서울특별시 서초구 방배동 888-53 방배자이아파트,아파트,서울특별시 서초구 방배로18길 67,0,0,0,,24381.96
A10027019,상암DMC엘가,서울,서대문구,남가좌동,13543,13543,288,,,,모아주택산업(주),,1127.38,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,관리사무소,,3712,,,모래내로,151,서울특별시 서대문구 남가좌동 387 상암DMC엘가,도시형 생활주택,서울특별시 서대문구 모래내로 151,288,0,0,,5862.19
A13993002,중계현대2차,서울,노원구,중계동,14997,14997,313,,,,현대건설,,1886.15,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,(중계본동중계현대2차),,1727,,,중계로8길,103,서울특별시 노원구 중계동 578 중계현대2차,아파트,서울특별시 노원구 중계로8길 103,0,313,0,,25694.52
A10027073,래미안에스티움,서울,영등포구,신길동,272492,178278,1722,,,,삼성물산주식회사,,13438.18,,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,생활지원센터,,7390,,,신풍로,77,서울특별시 영등포구 신길동 4950 래미안에스티움,아파트,서울특별시 영등포구 신풍로 77,682,833,207,,133313.49
A13402004,강동이루미,서울,강동구,천호동,0,0,74,,,,,,877,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315,,,양재대로123길,30,서울특별시 강동구 천호동 46 강동이루미,,서울특별시 강동구 양재대로123길 30,2,72,0,,6162.57
A10027207,래미안힐스테이트 고덕 ,서울,강동구,고덕동,673476,427133,3658,,,,삼성 현대,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,생활지원센터,,5229,,,아리수로50길,50,서울특별시 강동구 고덕동 670 래미안힐스테이트 고덕 ,아파트,서울특별시 강동구 아리수로50길 50,1074,2105,472,,289807.74
A15076801,금호어울림,서울,영등포구,문래동3가,20507,14889,134,,,,(주)금호산업,,1369.26,,,145,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,7293,,,문래로,137,서울특별시 영등포구 문래동3가 97 금호어울림,아파트,서울특별시 영등포구 문래로 137,0,134,0,,11387.62
A10027090,아현아이파크,서울,마포구,아현동,78227,51551,497,,,,현대산업개발,,3542.81,,,580,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,아현아이파크,,4201,,,마포대로,246,서울특별시 마포구 아현동 802 아현아이파크,아파트,서울특별시 마포구 마포대로 246,206,205,86,,38231.36
A10027227,돈암코오롱하늘채아파트,서울,성북구,돈암동,98373,96120,629,,,,돈암정릉구역주택재개발정비사업조합,,6461.29,,,690,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,돈암코오롱하늘채아파트관리사무소,,2826,,,아리랑로,75,서울특별시 성북구 돈암동 644 돈암코오롱하늘채아파트,아파트,서울특별시 성북구 아리랑로 75,246,367,16,,45971.603
A10027118,경희궁자이2단지 아파트,서울,종로구,홍파동,194111,130403,1148,,,,GS건설,,13397.75,,,1456,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,경희궁자이2단지아파트 관리사무소,,3165,,,송월길,99,서울특별시 종로구 교남동 62-1 경희궁자이2단지 아파트,주상복합,서울특별시 종로구 송월길 99,151,782,194,,98892.223
A10027105,경희궁자이3단지,서울,종로구,평동,98494,60080,589,,,,자이건설(주),,8590,,,734,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,경희궁자이3단지,,3180,,,경교장길,35,서울특별시 종로구 교남동 62-1 경희궁자이3단지,주상복합,서울특별시 종로구 경교장길 35,189,385,15,,45327.031
A10027162,포레스트힐시티,서울,종로구,효제동,6997,5957,152,,,,신홍선건설,,607.12,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,관리사무소,,3128,,,대학로,33,서울특별시 종로구 효제동 65-2 포레스트힐시티,도시형 생활주택,서울특별시 종로구 대학로 33,152,0,0,,2705.2634
A10027213,e편한세상신촌아파트,서울,서대문구,북아현동,306274,186309,1646,,,,대림산업,,17731350,,,2343,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,(북아현동 e편한세상신촌2단지),,3773,,,북아현로1길,17,서울특별시 서대문구 북아현동 142-27 e편한세상신촌아파트,아파트,서울특별시 서대문구 북아현로1길 17,762,840,44,,115505.53
A10027121,녹천역두산위브아파트,서울,노원구,월계동,47861,31900,326,,,,두산건설주식회사,,6326.11,,,360,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,녹천역두산위브아파트,,1866,,,마들로5길,25,서울특별시 노원구 월계동 672 녹천역두산위브아파트,아파트,서울특별시 노원구 마들로5길 25,97,215,14,,24905.6
A10027136,도봉숲 아뜨리움,서울,도봉구,도봉동,18442,11769,172,,,,성보건설산업(주),,3196.62,,,165,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,도봉숲아뜨리움 지하1층 관리사무소,,1306,,,도봉로167길,38,서울특별시 도봉구 도봉동 593-37 도봉숲 아뜨리움,아파트,서울특별시 도봉구 도봉로167길 38,170,2,0,,9247.68
A10027189,보문파크뷰자이아파트,서울특별시,성북구,보문동6가,166765,102268,1186,,,,GS건설,,9217.77,,,1293,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,관리사무소,A10027189,2874,,,보문사길,111,서울특별시 성북구 보문동6가 198-45 보문파크뷰자이아파트,아파트,서울특별시 성북구 보문사길 111,694,492,0,,73895.41
A10027195,위례중앙푸르지오1단지,서울특별시,송파구,장지동,40463,20868,163,,,,대우건설,,4665.54,,,338,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,장지동 897 위례중앙푸르지오1단지,A10027195,5852,,,위례광장로,,서울특별시 송파구 장지동 897 위례중앙푸르지오1단지,아파트,,0,86,73,,15904.0051
A10027205,아크로리버파크,서울특별시,서초구,반포동,206183,206183,1612,,,,(주)대림산업,,13581,,,2973,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,19,A10027205,6503,,,신반포로15길,,서울특별시 서초구 반포동 2-12 아크로리버파크,아파트,서울특별시 서초구 신반포로15길 19,323,687,495,,155508.55
A10027188,금천롯데캐슬골드파크1차아파트,서울특별시,금천구,독산동,270973,188228,1743,,,,롯데건설(주),,11759,,,2265,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,(독산동 금천롯데캐슬골드파크1차아파트),A10027188,8608,,,벚꽃로,,서울특별시 금천구 독산동 1147 금천롯데캐슬골드파크1차아파트,아파트,,357,1281,105,,137730.5424
A10027301,마포한강2차푸르지오,서울,마포구,합정동,97577,40498,198,,,,(주)대우건설,,24042.5,,,301,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,합정동 마포한강2차 푸르지오,,4024,,,월드컵로3길,14,서울특별시 마포구 합정동 473 마포한강2차푸르지오,주상복합,서울특별시 마포구 월드컵로3길 14,0,132,66,,18333.48
A10027289,센트라스,서울,성동구,하왕십리동,459952,242191,2529,,,,포스코SK현대,,36933.72,,,3716,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,센트라스아파트 관리사무소 2층(123동),,4701,,,왕십리로,410,서울특별시 성동구 하왕십리동 1070 센트라스,아파트,,1210,1148,171,,177397.71
A10027472,상도효성해링턴플레이스,서울,동작구,상도동,33592,21163,202,,,,(주)효성,,1343.61,,,203,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,B1 관리사무소,,6921,,,상도로,207,서울특별시 동작구 상도동 536 상도효성해링턴플레이스,아파트,,54,148,0,,15804.14
A10027433,마곡엠밸리8단지,서울,강서구,마곡동,81343,50893,531,,,,한진중공업,,6469.33,,,633,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,관리사무소,,7599,,,마곡서1로,81,서울특별시 강서구 마곡동 741 마곡엠밸리8단지,아파트,,345,186,0,,36403.78
A10027396,신정숲속마을아파트,서울,양천구,신정동,64358,45836,560,,,,(주)한일건설,,4510.33,,,531,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,신정숲속마을,,8111,,,신정로,110,서울특별시 양천구 신정동 831 신정숲속마을아파트,아파트,,420,140,0,,30991.92
A10027364,덕수궁롯데캐슬아파트 ,서울,중구,순화동,76502,30995,296,,,,롯데건설,,4759.94,,,363,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,서울특별시 중구 서소문로9길 28,,4516,,,서소문로9길,28,서울특별시 중구 순화동 217 덕수궁롯데캐슬아파트 ,아파트,,88,152,56,,22997.2296
A10027708,인왕산2차아이파크아파트,서울,종로구,무악동,28078,14952,167,,,,현대산업개발,,2231.4,,,212,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,인왕산2차아이파크,,3030,,,통일로14길,13,서울특별시 종로구 무악동 71-1 인왕산2차아이파크아파트,아파트,서울특별시 종로구 통일로18길 34,0,134,33,,15004.21
A13778209,LH서초4단지,서울,서초구,우면동,68375,56637,424,,,,울트라건설(주) 외,,56984,,,470,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,엘에이치서초4단지,,6768,,,양재대로2길,33,서울특별시 서초구 우면동 788 LH서초4단지,아파트,서울특별시 서초구 양재대로2길 33,202,222,0,,29708.18
A14375302,워커힐푸르지오,서울,광진구,광장동,26756,26057,200,,,,대우건설,,486095,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4969,,,아차산로78길,10,서울특별시 광진구 광장동 148-4 워커힐푸르지오,아파트,서울특별시 광진구 아차산로78길 12,0,130,70,,15270.7
A10027638,강일리버파크11단지,서울,강동구,강일동,25211,25113,346,,,,(주)대흥토건,,2699.42,,,244,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,관리사무소,,5214,,,고덕로97길,100,서울특별시 강동구 강일동 689 강일리버파크11단지,아파트,서울특별시 강동구 고덕로97길 89,346,0,0,,10366.88
A13872504,장미3차,서울,송파구,신천동,19331,19438,120,,,,라이프 주택개발,,0,,,141,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,관리사무소,,5504,,,올림픽로35길,94,서울특별시 송파구 신천동 11번지 장미3차,아파트,서울특별시 송파구 올림픽로35길 94,0,0,120,,16099.2
A10027571,개포4차현대아파트,서울,강남구,일원동,14780,14780,142,,,,현대,,1188.49,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,일원동현대4차아파트,,6337,,,개포로110길,21,서울특별시 강남구 일원동 614 개포4차현대아파트,아파트,서울특별시 강남구 개포로110길 21,0,142,0,,11551.54
A10028083,송파SK아파트,서울,송파구,송파동,9777,5950,71,,,,SK건설,,663,,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,관리사무소,,5678,,,송이로,50,서울특별시 송파구 송파동 170 송파SK아파트,아파트,서울특별시 송파구 송이로 50,0,71,0,,5950.1
A10027424,상도파크자이 아파트,서울,동작구,상도동,68940,67039,471,,,,GS건설,,3115.47,,,563,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,관리사무소,,6937,,,장승배기로11가길,11,서울특별시 동작구 상도동 363 상도파크자이 아파트,아파트,,106,365,0,,33362.69
A13275001,창동수산트리플아파트,서울,도봉구,창동,10167,10166,111,,,,수산건설,,0,,,114,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,관리사무소,,1467,,,우이천로20길,6,서울특별시 도봉구 창동 817 창동수산트리플아파트,아파트,서울특별시 도봉구 우이천로20길 6,60,51,0,,7920.99
A12172201,신촌포스빌,서울,마포구,노고산동,20589,20589,350,,,,(주)포스코건설,,20588.95,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,신촌포스빌아파트,,4104,,,신촌로,150,서울특별시 마포구 노고산동 1-3 신촌포스빌,주상복합,서울특별시 마포구 신촌로 150,349,1,0,,11179.61
A10028056,북한산힐스테이트7차제2 (임대),서울,은평구,불광동,18452,10358,188,,,,현대건설(주),,1206,,,192,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,116동,,3357,,,통일로,792,서울특별시 은평구 불광동 643-1 북한산힐스테이트7차제2 (임대),아파트,서울특별시 은평구 통일로 792,188,0,0,,7082.9
A13778207,서초네이처힐6단지,서울,서초구,우면동,50309,49785,382,,,,(주)태영건설,,4486.34,,,426,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,관리사무소,,6764,,,태봉로2길,30,서울특별시 서초구 우면동 737 서초네이처힐6단지,아파트,서울특별시 서초구 태봉로2길 30,305,30,47,,24386.75
A13923001,중계한신코아,서울,노원구,하계동,28697,21131,160,,,,한신공영(주),,5841,,,237,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,한신코아빌라 관리사무소,,1790,,,노원로15길,51-10,서울특별시 노원구 하계동 285 중계한신코아,연립주택,서울특별시 노원구 노원로15길 51-10,0,40,120,,17210.64
A13175103,면목한신,서울,중랑구,면목동,93503,90754,1362,,,,한신공영,,7207,,,396,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,면목한신아파트,,2133,,,중랑천로,20,서울특별시 중랑구 면목동 193-1 면목한신,아파트,서울특별시 중랑구 중랑천로 20,1012,350,0,,69996.78
A10027901,용산 KCC 웰츠타워,서울,용산구,문배동,41586,29578,232,,,,(주) KCC 건설,,2179.04,,,289,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,생활지원센터,,4315,,,백범로90길,90,서울특별시 용산구 문배동 11-10 용산 KCC 웰츠타워,주상복합,서울특별시 용산구 백범로90길 90,0,176,56,,20304.16
A10027221,래미안 서초에스티지,서울특별시,서초구,서초동,75766,49460,421,,,,삼성물산 ,,3062.45,,,621,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,(서초동 래미안서초에스티지),A10027221,6624,,,서운로,,서울특별시 서초구 서초동 1332-13 래미안 서초에스티지,아파트,,85,211,93,,37482.26
